customer_id,age,income,gender,marital_status,marketing_channel,product_category,engagement_score,purchase_history,response
39,61.0,74955.9924821521,Female,Divorced,Email,Home,82.1400788476733,17,1
40,,,,,In-Person,Beauty,97.39589068041292,27,0
41,20.0,58810.87549709019,Female,Married,In-Person,Beauty,97.04670822542319,27,1
42,54.0,71212.80932496635,Female,Divorced,Email,Sports,98.08574713461935,51,1
43,68.0,56710.90905603464,Female,Widowed,Email,Clothing,84.63846798907831,15,1
44,24.0,42481.48838314681,Female,Divorced,Phone,Sports,21.69879644989301,32,1
45,38.0,43271.85745208208,Male,Single,In-Person,Beauty,5.741802659675721,84,1
46,26.0,53578.32430660609,Female,Widowed,Phone,Beauty,81.16598756175837,4,1
47,56.0,30641.57867080672,Female,Widowed,Social Media,Electronics,30.854374794625915,44,1
48,,,,,Social Media,Sports,33.77537676345362,36,1
49,21.0,66448.2067734538,Male,Widowed,Social Media,Clothing,7.29955992271295,81,1
50,42.0,17131.192232520785,Female,Divorced,Social Media,Beauty,71.4711334471692,51,1
51,,,,,Email,Electronics,43.075739307708936,63,1
52,67.0,66835.61328054739,Female,Married,Phone,Electronics,20.42655042113204,61,1
53,26.0,43103.530762542854,Female,Single,Phone,Home,65.24609638269186,4,1
54,43.0,58150.862418077144,Male,Widowed,Email,Clothing,97.98840619967645,10,1
55,19.0,50047.2159035949,Female,Widowed,Social Media,Electronics,49.84003113528136,85,1
56,37.0,68449.85552658024,Male,Widowed,Phone,Clothing,60.637019795119826,86,1
57,45.0,64740.247141549116,Male,Divorced,In-Person,Beauty,16.28573530883206,89,1
58,64.0,28998.93915225486,Female,Single,Email,Home,16.095728433259637,90,1
59,24.0,58808.93620196265,Female,Divorced,Email,Clothing,45.824141891378744,2,0
60,61.0,46915.582195351286,Male,Widowed,In-Person,Home,84.47603637974295,50,1
61,25.0,51242.488557771496,Female,Divorced,Social Media,Clothing,90.91500212508559,59,1
62,64.0,39077.42148545277,Male,Widowed,Social Media,Clothing,64.17516821859721,65,1
63,52.0,76222.05603681253,Male,Widowed,Phone,Sports,36.051972085426456,56,1
64,31.0,65600.92729853863,Male,Divorced,In-Person,Home,75.00392962591053,16,1
65,34.0,38903.43254040549,Male,Widowed,Phone,Clothing,29.194039994436714,2,0
66,53.0,29980.84089634651,Female,Divorced,Social Media,Sports,21.955308426395526,2,0
67,67.0,44214.910535332274,Female,Married,Phone,Sports,79.54275473958894,39,1
68,57.0,56517.53969136959,Female,Divorced,In-Person,Home,75.1318009698282,79,1
69,21.0,53603.08765919335,Female,Married,In-Person,Beauty,88.21053867693976,75,1
70,19.0,68796.99237152365,Female,Married,In-Person,Home,57.648391105237906,62,1
71,23.0,61848.795832712785,Female,Divorced,Social Media,Clothing,89.6714583053025,50,1
72,59.0,64543.5353862936,Male,Single,Email,Beauty,2.647836412578175,0,1
73,21.0,54902.83100915656,Female,Single,Email,Home,25.37158510000429,50,1
74,46.0,29160.519046835147,Male,Divorced,Email,Home,80.44545326774241,3,1
75,35.0,47064.52203279648,Male,Divorced,Phone,Home,42.36581932863203,80,1
76,43.0,65901.34609862999,Male,Widowed,In-Person,Home,23.938905494120565,82,1
77,,,,,Social Media,Beauty,79.61390745622717,3,0
78,51.0,57546.3555293562,Male,Divorced,Email,Clothing,82.22677220940821,46,1
79,27.0,45218.775271308004,Female,Single,Email,Sports,45.62565803457983,38,1
80,53.0,34552.82227187233,Male,Widowed,Phone,Home,46.65935443740562,83,1
81,,,,,Phone,Sports,78.09362341997911,48,0
82,48.0,54635.711645489806,Female,Single,Email,Sports,77.13309656055134,56,1
83,65.0,40164.684208078346,Female,Divorced,In-Person,Sports,86.65639372196131,38,1
84,32.0,46464.33132714997,Female,Single,In-Person,Home,64.55326083408336,67,1
85,25.0,35908.05137021026,Female,Married,Phone,Home,18.589145970133835,16,0
86,31.0,66788.67376346144,Male,Widowed,Phone,Home,54.97128036418298,14,1
87,40.0,45583.16363617949,Female,Widowed,In-Person,Home,38.23846623687701,27,1
88,57.0,71791.33317689275,Female,Widowed,Phone,Electronics,2.7039114968128053,15,1
89,,,,,Phone,Clothing,19.650286207303893,5,1
90,33.0,48784.31052917385,Female,Single,In-Person,Electronics,20.557815556836278,91,1
91,62.0,34873.26901178976,Female,Divorced,In-Person,Beauty,8.233648084541045,31,1
92,35.0,18711.531833999943,Female,Widowed,Social Media,Electronics,45.33195984111992,80,1
93,,,,,Phone,Electronics,50.80350913038747,24,0
94,41.0,29392.4776265201,Female,Divorced,Phone,Electronics,34.001181716042616,38,1
95,43.0,70677.04441192257,Male,Single,Social Media,Clothing,41.23592256512569,16,0
96,42.0,51737.36880840419,Female,Married,Phone,Sports,54.94921924477762,45,1
97,,,,,Phone,Beauty,12.04834852375949,78,0
98,58.0,16693.68486597311,Female,Single,Email,Beauty,56.22813074660932,52,1
99,46.0,32030.503561741076,Male,Married,Email,Clothing,70.99249899768132,50,1
100,32.0,63306.196646694305,Male,Divorced,Email,Electronics,87.47619949726861,17,1
101,62.0,54301.6116857388,Male,Married,Social Media,Sports,30.1573707791841,19,0
102,,,,,Phone,Home,74.74094619497797,86,0
103,42.0,58472.63537900184,Female,Divorced,Social Media,Clothing,60.602084361603794,4,1
104,,,,,Social Media,Sports,50.2799031862583,61,1
105,26.0,46684.36304694424,Female,Widowed,Phone,Clothing,91.9555545995229,11,1
106,41.0,51040.54703987104,Female,Widowed,In-Person,Clothing,62.000672861534845,80,1
107,,,,,In-Person,Home,36.60694219987937,29,0
108,,,,,Phone,Sports,71.29329280352923,82,0
109,,,,,In-Person,Electronics,95.98769865262746,95,0
110,41.0,60248.34522183212,Female,Married,Email,Sports,91.81783777986902,15,1
111,28.0,48277.966268614044,Male,Divorced,Phone,Sports,98.02698106659867,1,1
112,68.0,58501.575892762696,Female,Single,Social Media,Electronics,9.508342960846495,75,1
113,34.0,40139.411690079134,Female,Divorced,Email,Home,44.34436988370871,2,0
114,25.0,49265.524537123245,Male,Divorced,Social Media,Sports,43.26892909759953,7,0
115,52.0,60671.158691982426,Male,Divorced,In-Person,Electronics,38.38115677102276,36,1
116,52.0,96693.65301565762,Female,Divorced,Phone,Clothing,17.84909093423357,52,1
117,50.0,62120.54284103107,Male,Single,Email,Clothing,83.21990160420253,54,1
118,22.0,37279.01602954237,Male,Widowed,Phone,Electronics,67.30787316757157,87,1
119,59.0,43643.604769659454,Male,Single,Email,Clothing,60.59904186578356,48,1
120,,,,,Email,Sports,44.68531007614127,88,0
121,58.0,23065.352410549775,Male,Divorced,Email,Electronics,38.85220003458354,58,1
122,45.0,45048.64712447844,Female,Widowed,Phone,Sports,78.6462245313357,59,1
123,24.0,60992.43622732618,Male,Divorced,Email,Beauty,52.68350927876572,88,1
124,26.0,30886.518213848074,Male,Married,Email,Home,60.76519412941468,77,1
125,25.0,65727.23976575889,Male,Divorced,Phone,Home,10.000321542162094,45,1
126,29.0,57316.62231626507,Male,Widowed,Social Media,Home,47.14835242341192,99,1
127,51.0,38986.50017043443,Female,Married,In-Person,Electronics,13.031501624369302,62,1
128,50.0,47877.05543993229,Male,Married,Phone,Beauty,5.383369934900983,78,1
129,65.0,73974.8271146155,Female,Divorced,Phone,Home,68.92950178555438,31,1
130,40.0,61003.217202587985,Female,Single,Email,Sports,27.481373273599687,65,1
131,41.0,50131.75482347222,Male,Widowed,Phone,Home,96.50536004979823,84,1
132,,,,,Phone,Beauty,60.54988370856654,3,1
133,52.0,51149.13605677489,Female,Single,In-Person,Sports,64.5162031541821,28,1
134,61.0,42323.54663086545,Female,Divorced,Phone,Sports,19.68228949233334,48,1
135,57.0,18428.75741421478,Female,Divorced,Email,Electronics,12.888288661064983,92,1
136,,,,,In-Person,Electronics,52.540849811633535,22,1
137,44.0,52329.874987991025,Female,Divorced,Phone,Clothing,92.55611012114977,2,1
138,52.0,55972.208976838054,Male,Widowed,Email,Beauty,5.574511450800712,53,1
139,18.0,49131.38375184637,Female,Married,In-Person,Sports,50.817171254879526,20,1
140,52.0,38973.24798913118,Female,Widowed,Phone,Beauty,19.871069980936053,79,1
141,54.0,47211.13278576844,Male,Married,Email,Home,78.19840857090786,43,1
142,64.0,26009.078567085333,Male,Single,In-Person,Home,68.19487502837444,19,1
143,31.0,84156.29747079956,Female,Single,Email,Clothing,9.720650143776322,98,1
144,20.0,31482.32002366406,Male,Married,In-Person,Sports,61.63372062907094,56,1
145,,,,,Phone,Sports,98.36001441128032,68,1
146,22.0,43396.111934204,Female,Single,Social Media,Clothing,52.813912605025784,89,1
147,43.0,69321.13587278567,Male,Widowed,In-Person,Home,28.54488786063982,70,1
148,31.0,50217.63498893981,Male,Married,Phone,Sports,15.213525218079404,51,1
149,56.0,31457.963059543064,Female,Single,In-Person,Beauty,98.96422493122316,79,1
150,44.0,68815.0754113601,Female,Married,Social Media,Sports,56.38158489969356,16,1
151,26.0,60965.00940178222,Male,Divorced,Email,Home,37.46984003591394,65,1
152,32.0,58076.52435824679,Male,Married,Social Media,Sports,21.43152001243881,11,0
153,32.0,60736.01361756261,Male,Single,Social Media,Sports,95.01992162576268,57,1
154,43.0,85915.42850873676,Female,Married,Email,Electronics,62.702870853061754,76,1
155,59.0,82776.42342554168,Female,Single,Social Media,Sports,5.766715146682733,4,1
156,30.0,39699.26985495057,Male,Single,Phone,Clothing,5.944659811055053,79,1
157,68.0,74358.27489216728,Male,Single,In-Person,Clothing,93.94359177064453,91,1
158,49.0,55747.52284638351,Male,Widowed,Social Media,Beauty,71.00969317040807,71,1
159,56.0,57486.43724206624,Female,Divorced,In-Person,Sports,10.343026614625305,55,1
160,66.0,24615.937525350073,Female,Divorced,In-Person,Beauty,62.37587430371217,91,1
161,69.0,47444.21351917706,Male,Married,Email,Home,41.94314846416059,45,1
162,49.0,37807.64614495153,Male,Married,Social Media,Home,78.87027791070517,71,1
163,21.0,62420.88222339964,Male,Single,Email,Electronics,27.3712758358726,92,1
164,47.0,66066.20750604208,Male,Divorced,Email,Electronics,38.28468509334271,17,0
165,54.0,18882.70473475533,Female,Married,In-Person,Sports,16.73913304309156,43,1
166,40.0,49669.47703993594,Male,Married,Phone,Sports,25.249012625038038,42,1
167,56.0,66827.92257191378,Male,Divorced,In-Person,Beauty,18.915285454666186,79,1
168,62.0,47199.815565298326,Female,Single,Email,Beauty,2.4300062165865444,89,1
169,32.0,60935.954675035464,Male,Married,Social Media,Sports,4.616615532392188,85,1
170,,,,,Phone,Sports,83.56243119306033,78,1
171,46.0,55124.903479289394,Male,Divorced,Phone,Electronics,80.38039706006398,76,1
172,53.0,45930.275328975535,Male,Divorced,Social Media,Electronics,14.072236080817923,21,1
173,30.0,31751.287937964356,Male,Married,Social Media,Electronics,66.78952528510989,59,1
174,49.0,33177.04778862459,Male,Married,Phone,Sports,74.56442946922677,84,1
175,24.0,60640.28771682976,Female,Divorced,Email,Beauty,5.127453988407115,62,1
176,68.0,50291.87383278325,Male,Single,Phone,Clothing,8.854350760148222,23,1
177,39.0,47922.31633089163,Female,Single,Phone,Clothing,56.30176955768055,64,1
178,45.0,43641.64936516471,Female,Widowed,Phone,Beauty,37.41504937604112,28,1
179,19.0,45422.16731778872,Female,Divorced,Email,Beauty,69.93912340204731,0,1
180,59.0,65703.6769173221,Female,Married,Social Media,Beauty,55.76883310996655,0,1
181,62.0,44971.3387719796,Male,Divorced,Social Media,Electronics,3.102160770597562,72,1
182,23.0,29884.029300476468,Male,Married,Social Media,Home,68.36785448014184,20,1
183,45.0,61154.7766331026,Male,Single,Email,Sports,20.391799651757847,77,1
184,45.0,46926.85004202924,Male,Married,Email,Electronics,31.259984535366,27,1
185,61.0,50470.93798299164,Female,Widowed,Social Media,Clothing,73.63893264705185,17,1
186,61.0,74113.67459599266,Female,Single,In-Person,Sports,77.12534006662116,96,1
187,37.0,49691.59163974239,Female,Widowed,In-Person,Beauty,34.58145897721428,51,1
188,47.0,54337.75509678088,Male,Divorced,Social Media,Clothing,8.92271913497079,65,1
189,28.0,32316.14763052512,Female,Married,In-Person,Beauty,76.96728385107727,97,1
190,45.0,46704.9582147356,Male,Single,In-Person,Beauty,87.0210186658791,87,1
191,42.0,59142.89067812902,Female,Married,Social Media,Beauty,96.43121444887669,61,1
192,56.0,26669.393992381363,Male,Widowed,Social Media,Sports,31.782691114730987,18,0
193,50.0,53012.676396735646,Female,Single,Email,Clothing,12.385208522982548,1,0
194,18.0,51511.8660896721,Female,Widowed,In-Person,Clothing,93.76606339489891,69,1
195,44.0,50619.31183381159,Male,Single,In-Person,Beauty,39.97656906859406,54,1
196,69.0,65557.38347987365,Female,Divorced,Social Media,Electronics,9.35339629154537,78,1
197,30.0,55016.57772272782,Female,Divorced,Phone,Home,49.8780957395045,56,1
198,58.0,72171.07847534666,Male,Married,Social Media,Electronics,19.05245290265395,10,1
199,20.0,35096.15726608946,Female,Widowed,Email,Sports,35.52786838876294,15,0
200,56.0,52038.86850827522,Female,Widowed,Phone,Home,32.03502779545497,84,1
201,23.0,51267.00179584921,Female,Single,Phone,Electronics,98.7286867447736,61,1
202,25.0,33961.1825936738,Female,Divorced,Phone,Clothing,63.95132485108766,26,1
203,44.0,64344.42503137019,Male,Married,Email,Electronics,49.180268047244944,21,1
204,26.0,84870.09958779227,Male,Divorced,In-Person,Beauty,51.37524017055796,2,1
205,54.0,49744.90888274254,Female,Widowed,Social Media,Sports,60.408868773107436,2,1
206,50.0,57575.316324106505,Male,Married,Email,Electronics,87.2754517947202,20,1
207,68.0,51267.77713722991,Female,Divorced,Email,Electronics,14.598228748084951,42,1
208,59.0,39296.229951392364,Male,Divorced,Phone,Home,59.963304234807445,69,1
209,61.0,22688.595832969757,Female,Single,Phone,Beauty,32.218290424717026,88,1
210,41.0,39413.39775356952,Female,Single,Email,Home,57.14022088252031,36,1
211,32.0,29120.624285724032,Male,Widowed,In-Person,Sports,51.7730945318202,93,1
212,49.0,75561.53117088677,Female,Divorced,Phone,Sports,2.9934180218033624,55,1
213,49.0,48273.354591151416,Female,Single,Email,Beauty,58.246462679151676,38,1
214,41.0,44811.21006429244,Female,Divorced,Phone,Home,70.92138633046741,19,1
215,58.0,63337.30737181709,Female,Married,Social Media,Beauty,24.599966817095165,64,1
216,69.0,33173.73345716168,Male,Divorced,Social Media,Home,10.68686597550419,34,1
217,66.0,38497.03942993171,Male,Divorced,Social Media,Clothing,21.16444562248555,42,1
218,66.0,51021.084038729314,Male,Widowed,Phone,Beauty,63.64128615773994,89,1
219,69.0,65431.53487135221,Male,Married,Phone,Sports,46.8792771769709,20,1
220,29.0,57525.27567753183,Female,Married,In-Person,Home,86.53047284828054,9,1
221,56.0,53724.877137738236,Female,Single,Social Media,Clothing,28.49884186189452,44,1
222,19.0,51171.766028540245,Female,Married,In-Person,Sports,36.50979193882532,92,1
223,20.0,56003.537832901624,Female,Widowed,Email,Home,52.805012226072854,2,1
224,66.0,53024.79357693882,Male,Single,Email,Clothing,46.001684867900636,42,1
225,54.0,34550.415878345964,Male,Divorced,Social Media,Sports,54.776128988273655,51,1
226,66.0,50691.18832449727,Male,Married,In-Person,Sports,31.208834074068704,40,1
227,34.0,33894.67011623371,Female,Divorced,Phone,Clothing,16.667107634504895,40,1
228,66.0,51216.23814351235,Female,Single,In-Person,Sports,80.33156490423752,76,1
229,19.0,42790.28087767638,Female,Married,Email,Home,3.9295255581213717,8,0
230,19.0,88090.72434174293,Female,Single,In-Person,Home,36.970537749170475,45,1
231,45.0,49401.58424372432,Male,Single,Email,Sports,8.740188095081658,15,0
232,40.0,28936.406506076168,Male,Married,Email,Electronics,73.63284263050492,46,1
233,54.0,47987.29683984613,Male,Married,In-Person,Clothing,36.5513144601599,27,1
234,49.0,57790.38118456832,Female,Single,Phone,Electronics,3.004970292369702,27,1
235,50.0,75100.45919228785,Male,Widowed,Email,Home,7.587535977331417,74,1
236,18.0,41158.21400091922,Female,Married,In-Person,Sports,19.859861578391367,93,1
237,36.0,26263.5803896454,Male,Single,Email,Beauty,78.69155321362513,10,1
238,19.0,62252.555171464715,Male,Divorced,Social Media,Beauty,79.9188405082352,28,1
239,61.0,29291.019411505233,Female,Divorced,Phone,Electronics,99.66125552840315,55,1
240,43.0,43457.66837738772,Female,Married,Social Media,Electronics,24.09232838169011,75,1
241,49.0,46135.69271733509,Female,Married,Email,Electronics,6.043705302360558,71,1
242,23.0,48955.498200498376,Male,Divorced,Phone,Home,28.31308276937845,56,1
243,49.0,60337.46685611503,Male,Single,In-Person,Home,17.881999748448596,52,1
244,21.0,39745.48576570419,Male,Single,In-Person,Sports,71.03879989153981,73,1
245,28.0,45894.06121749859,Male,Single,Phone,Home,96.9240387773468,58,1
246,,,,,Social Media,Sports,27.302502680833097,34,1
247,55.0,52243.96936278182,Male,Married,Social Media,Sports,32.86330827811689,51,1
248,41.0,51467.40762061884,Female,Widowed,Phone,Electronics,35.11161718503614,35,1
249,,,,,In-Person,Beauty,85.69537581006843,76,1
250,69.0,62657.59264462606,Female,Widowed,Phone,Electronics,57.801884073591324,57,1
251,51.0,55889.51173476452,Female,Widowed,Social Media,Home,97.39763961037055,90,1
252,,,,,Email,Clothing,62.71621744785693,1,0
253,,,,,In-Person,Home,70.58822039082193,27,1
254,28.0,50753.41548748521,Female,Married,Phone,Beauty,8.91672042184859,97,1
255,65.0,57192.613220024126,Male,Widowed,Email,Home,95.168035624424,84,1
256,33.0,60934.11791855675,Female,Married,Social Media,Beauty,62.805649074513305,69,1
257,50.0,39614.73838649309,Male,Divorced,In-Person,Clothing,52.01806600696012,62,1
258,26.0,40114.41087667033,Male,Single,Phone,Clothing,38.74037840695285,51,1
259,23.0,41388.48987074602,Male,Married,Social Media,Sports,7.705001242247667,59,1
260,,,,,Phone,Home,13.334700517036957,89,0
261,46.0,65508.21582386313,Male,Divorced,Phone,Sports,1.1695196926140294,35,1
262,20.0,43888.09839062598,Female,Single,In-Person,Electronics,99.86924846668508,81,1
263,37.0,63619.434704405736,Male,Divorced,Social Media,Electronics,78.62896224242424,61,1
264,,,,,Social Media,Electronics,79.74519440782282,42,0
265,36.0,48135.71334256345,Female,Married,Email,Electronics,73.00902381384468,38,1
266,,,,,Social Media,Electronics,48.41060420895753,4,0
267,20.0,61199.17046903235,Male,Married,Social Media,Home,8.819719211559018,89,1
268,,,,,In-Person,Sports,7.226904139913881,74,1
269,37.0,84137.38141471456,Female,Divorced,Email,Sports,91.63742369855879,49,1
270,49.0,37216.630355040135,Female,Married,In-Person,Beauty,0.03144519538466062,15,0
271,24.0,57771.52553044964,Female,Widowed,Social Media,Electronics,69.9102858920885,82,1
272,69.0,42061.98485282731,Female,Single,Email,Clothing,62.857841552960814,51,1
273,58.0,36960.695195170345,Female,Single,In-Person,Beauty,50.12253451433124,68,1
274,50.0,49836.992944475416,Male,Widowed,Email,Beauty,97.49505870371958,70,1
275,,,,,Social Media,Home,19.812835496199334,2,0
276,56.0,93772.60332590138,Female,Widowed,Email,Beauty,78.5286450874341,88,1
277,35.0,47237.81276475197,Male,Single,Email,Clothing,67.4839191716105,9,1
278,57.0,33047.31905772975,Female,Married,Email,Sports,97.44317972311522,50,1
279,18.0,54095.160762415784,Male,Married,Social Media,Beauty,93.40718261923627,68,1
280,28.0,18880.399436804477,Male,Widowed,Social Media,Home,12.857128017681262,31,1
281,45.0,48620.64826093601,Female,Married,Email,Electronics,30.771646411357125,95,1
282,42.0,50240.379234427404,Female,Single,In-Person,Clothing,85.08001209548208,4,1
283,67.0,61919.00574417817,Male,Married,In-Person,Electronics,22.86605050834324,42,1
284,40.0,64604.33374141771,Male,Widowed,Social Media,Beauty,37.85395476997311,82,1
285,48.0,42446.45571638424,Male,Widowed,Phone,Sports,62.59638666583891,11,1
286,47.0,47740.78978055101,Male,Widowed,In-Person,Home,56.291392779068,30,1
287,,,,,Email,Clothing,64.06065598063914,80,1
288,52.0,33079.06167788459,Male,Divorced,Phone,Sports,71.34881644373749,21,1
289,24.0,54648.42169070952,Male,Married,Social Media,Clothing,72.87699904132823,58,1
290,33.0,30896.21677105101,Male,Widowed,In-Person,Home,73.75575968218767,51,1
291,,,,,Phone,Home,99.16767800559539,46,0
292,,,,,Social Media,Beauty,35.65872716308053,85,1
293,69.0,58245.2477943539,Male,Widowed,Social Media,Clothing,4.418636171602031,48,1
294,66.0,77021.45148899732,Female,Single,Email,Beauty,34.886201437907204,55,1
295,19.0,30476.180257950033,Female,Single,In-Person,Clothing,91.15759289648476,89,1
296,18.0,22204.722756536463,Male,Divorced,Phone,Clothing,8.338888564098568,30,1
297,65.0,48126.69671974899,Male,Widowed,Email,Electronics,64.69422171906784,58,1
298,29.0,50235.46693936638,Male,Married,In-Person,Beauty,42.316143260452996,69,1
299,22.0,53279.889601359464,Female,Married,Phone,Clothing,92.15728342660056,75,1
300,54.0,43305.192271484826,Female,Married,Social Media,Clothing,92.85732577409865,42,1
301,49.0,46990.410517618526,Male,Divorced,Social Media,Home,78.52445821625993,90,1
302,26.0,55512.656158109035,Male,Single,In-Person,Electronics,9.852029149559316,80,1
303,58.0,65606.46338967259,Male,Divorced,Email,Home,2.4714957464907483,73,1
304,,,,,Phone,Beauty,13.659005789916057,4,1
305,,,,,Phone,Beauty,32.18239969004919,3,1
306,65.0,53207.13190911595,Male,Married,Social Media,Clothing,24.143185919747545,14,0
307,33.0,36230.35843083896,Female,Single,In-Person,Sports,36.9759170162247,1,0
308,20.0,75967.5444765095,Male,Married,Email,Home,14.307702605271722,48,1
309,37.0,40468.851796568946,Female,Divorced,Social Media,Beauty,75.2503149113981,55,1
310,41.0,49380.60969489076,Female,Single,Social Media,Clothing,84.52965249643374,7,1
311,50.0,58340.33145263436,Male,Married,Email,Clothing,48.795255332962874,15,0
312,,,,,Phone,Home,95.65267482167172,63,0
313,69.0,22301.404282933745,Female,Married,Phone,Clothing,12.034444993515637,83,1
314,28.0,43570.182096252,Male,Widowed,In-Person,Electronics,10.581389312695011,23,1
315,66.0,65441.60833890561,Female,Married,Social Media,Sports,20.039915116096097,98,1
316,,,,,In-Person,Home,98.19125566838188,54,1
317,,,,,Phone,Home,41.64978118324392,53,1
318,55.0,63885.083142540825,Male,Widowed,Email,Home,92.41058055393671,80,1
319,,,,,Phone,Clothing,20.200975420409385,68,1
320,37.0,42347.58779524674,Male,Single,Phone,Clothing,84.61031400809817,77,1
321,52.0,52241.841344949644,Male,Widowed,Social Media,Home,31.001836974377316,77,1
322,,,,,Phone,Home,73.43994041991076,59,0
323,42.0,85725.70297598818,Female,Divorced,In-Person,Electronics,97.44618166227372,30,1
324,52.0,62408.541614861344,Female,Divorced,Email,Beauty,93.3024643981102,19,1
325,42.0,67397.59949582517,Female,Divorced,Social Media,Electronics,83.13281279796215,76,1
326,46.0,42410.50701518217,Female,Divorced,Email,Home,5.020611951497322,53,1
327,35.0,34611.97841045786,Male,Widowed,In-Person,Clothing,60.7769881837106,8,1
328,63.0,50934.970244286844,Male,Single,In-Person,Clothing,83.54481891113258,33,1
329,35.0,51607.54872889394,Male,Single,Phone,Home,39.932658980730636,75,1
330,19.0,33822.30887953104,Male,Divorced,In-Person,Beauty,73.11879486031434,79,1
331,,,,,Phone,Sports,13.811317913449116,64,1
332,33.0,55989.764025786964,Male,Widowed,Social Media,Sports,17.67651055745757,15,0
333,58.0,55405.9009252712,Male,Divorced,Email,Electronics,64.37094974122003,69,1
334,,,,,Phone,Beauty,43.71110202378215,83,0
335,50.0,54364.470952061645,Female,Widowed,Phone,Sports,21.82512554742553,5,0
336,,,,,Social Media,Beauty,28.287398929063468,34,1
337,50.0,42291.49060026735,Female,Widowed,In-Person,Clothing,61.89186423344151,2,1
338,31.0,32015.72903009186,Female,Married,Phone,Clothing,72.53707861135217,20,1
339,38.0,76771.62558777642,Male,Divorced,In-Person,Beauty,20.76141656074354,6,0
340,65.0,50201.7554692894,Female,Widowed,Phone,Home,95.51939802904847,77,1
341,37.0,46627.20416307722,Male,Single,In-Person,Sports,0.8178706992683527,29,1
342,25.0,36068.11877821312,Female,Divorced,Phone,Sports,70.00622733569611,21,1
343,24.0,94034.86853491666,Female,Widowed,Email,Clothing,29.10006466994699,13,0
344,20.0,33900.079516656566,Female,Widowed,Email,Electronics,47.85145895827162,54,1
345,34.0,43567.2811159089,Female,Single,Email,Sports,56.984704694716385,88,1
346,50.0,56237.552544290906,Male,Married,Phone,Clothing,56.152183458894164,66,1
347,,,,,In-Person,Clothing,77.62776907787277,4,0
348,29.0,64368.98082823526,Male,Widowed,Social Media,Beauty,82.38308186185802,68,1
349,68.0,77114.12761653894,Male,Single,Social Media,Beauty,7.334935972139922,58,1
350,,,,,Social Media,Beauty,70.30089140458794,8,1
351,39.0,34159.53800049999,Female,Widowed,Email,Electronics,39.905749395486964,47,1
352,63.0,46145.82312317328,Male,Married,Email,Sports,81.85892711946087,36,1
353,47.0,54617.485587708274,Female,Married,Email,Electronics,60.88903711781624,67,1
